,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-class
451,45,3,197332,15,10,2,2,0,4,0,0,0,55,0,1
452,60,2,245062,11,9,2,2,0,4,0,0,0,40,0,1
454,44,4,234885,11,9,2,11,5,4,1,0,0,40,0,1
455,40,2,72887,8,11,2,6,0,1,0,0,0,40,0,1
456,30,2,180374,11,9,2,3,5,4,1,0,0,40,0,0
457,38,2,351299,15,10,2,13,0,2,0,0,0,50,0,0
458,23,2,54012,11,9,2,13,0,4,0,0,0,60,0,0
460,44,2,116632,7,12,4,4,3,4,0,0,0,40,0,0
461,54,1,288825,11,9,2,13,0,2,0,0,0,40,0,0
462,32,2,132601,9,13,2,9,0,4,0,0,0,50,0,0
463,50,2,193374,3,2,3,2,4,4,0,0,0,40,0,0
464,24,2,170070,9,13,4,12,1,4,1,0,0,20,0,0
465,37,2,126708,11,9,2,0,5,4,1,0,0,60,0,0
466,52,2,35598,11,9,0,13,4,4,0,0,0,40,0,0
467,38,2,33983,15,10,2,13,0,4,0,0,0,40,0,0
468,49,2,192776,12,14,2,3,0,4,0,0,1977,45,0,1
469,30,2,118551,9,13,2,12,5,4,1,0,0,16,0,1
470,60,2,201965,15,10,4,9,4,4,0,0,0,40,0,1
472,35,2,285020,11,9,4,2,1,4,0,0,0,40,0,0
473,30,2,303990,11,9,4,13,1,4,0,0,0,60,0,0
474,67,2,49401,8,11,0,7,1,4,1,0,0,24,0,0
475,46,2,279196,9,13,4,2,1,4,1,0,0,40,0,0
476,17,2,211870,6,5,4,7,1,4,0,0,0,6,0,0
477,22,2,281432,15,10,4,5,3,4,0,0,0,30,0,0
478,27,2,161155,0,6,4,7,1,4,0,0,0,40,0,0
479,23,2,197904,11,9,4,7,4,4,1,0,0,35,0,0
480,33,2,111746,7,12,2,2,0,4,0,0,0,45,20,0
481,43,4,170721,15,10,2,2,0,4,0,0,0,20,0,0
482,28,5,70100,9,13,4,9,1,4,0,0,0,20,0,0
483,41,2,193626,11,9,3,2,4,4,1,0,0,40,0,0
485,25,2,189775,15,10,3,0,3,2,1,0,0,20,0,0
487,59,1,286967,11,9,2,13,0,4,0,0,0,45,0,0
488,45,1,164427,9,13,0,9,4,4,1,0,0,40,0,0
489,38,2,91039,9,13,2,11,0,4,0,15024,0,60,0,1
490,40,2,347934,11,9,4,7,1,4,1,0,0,35,0,0
491,46,0,371373,11,9,0,0,1,4,0,0,0,40,0,0
492,35,2,32220,7,12,4,3,1,4,1,0,0,60,0,0
493,34,2,187251,11,9,0,9,4,4,1,0,0,25,0,0
494,33,2,178107,9,13,4,2,3,4,0,0,0,20,0,0
495,41,2,343121,11,9,0,0,4,4,1,0,0,36,0,0
496,20,2,262749,15,10,4,6,3,4,0,0,0,40,0,0
497,23,2,403107,4,3,4,7,3,4,0,0,0,40,22,0
498,26,2,64293,15,10,4,9,1,4,1,0,0,35,0,0
500,23,1,324960,11,9,4,4,1,4,0,0,0,40,12,0
501,62,1,114060,11,9,2,13,0,4,0,0,0,40,0,0
502,52,2,48925,15,10,2,0,0,4,0,0,0,40,0,0
503,58,2,180980,15,10,0,7,4,4,1,0,0,42,23,0
504,25,2,181054,9,13,4,11,1,4,1,0,0,40,0,0
505,24,2,388093,9,13,4,3,1,2,0,0,0,40,0,0
506,19,2,249609,15,10,4,10,3,4,0,0,0,8,0,0
507,43,2,112131,15,10,2,3,0,4,0,0,0,40,0,0
508,47,1,543162,11,9,5,0,4,2,1,0,0,40,0,0
509,39,2,91996,11,9,0,7,4,4,1,0,0,40,0,0
510,49,2,141944,8,11,3,5,4,4,0,0,1380,42,0,0
512,32,2,37070,8,11,4,2,1,4,0,0,0,45,0,0
513,34,2,337587,15,10,2,9,0,4,0,0,0,50,0,1
514,28,2,189346,11,9,0,2,1,4,0,0,0,45,0,0
516,25,2,267044,15,10,4,0,1,0,1,0,0,20,0,0
519,34,2,108116,9,13,2,9,0,4,0,0,0,50,0,1
520,38,3,99146,9,13,2,3,0,4,0,15024,0,80,0,1
521,50,2,196232,11,9,2,3,0,4,0,7688,0,50,0,1
522,24,1,248344,15,10,0,5,1,2,0,0,0,50,0,0
523,37,1,186035,15,10,2,12,0,4,0,0,0,45,0,1
524,44,2,177905,15,10,0,6,4,4,0,0,0,58,0,1
525,28,2,85812,15,10,2,11,5,4,1,0,0,40,0,0
526,42,2,221172,9,13,2,3,0,4,0,0,0,40,0,1
527,74,2,99183,15,10,0,0,1,4,1,0,0,9,0,0
528,38,4,190387,11,9,2,2,0,4,0,0,0,50,0,0
529,44,4,202692,12,14,2,9,0,4,0,0,0,40,0,0
530,44,2,109339,1,7,0,6,4,3,1,0,0,46,5,0
531,26,2,108658,11,9,4,6,1,4,0,0,0,40,0,0
532,36,2,197202,11,9,2,7,0,2,0,0,0,40,0,0
533,41,2,101739,7,12,2,3,5,4,1,0,0,50,0,1
534,67,2,231559,14,15,2,9,0,4,0,20051,0,48,0,1
535,39,1,207853,2,8,2,12,0,4,0,0,0,50,0,0
536,57,2,190942,3,2,6,8,1,2,1,0,0,30,0,0
537,29,2,102345,8,11,5,2,1,4,0,0,0,40,0,0
538,31,3,41493,9,13,4,4,1,4,1,0,0,45,0,0
540,44,2,210525,15,10,2,13,0,4,0,0,0,40,0,0
541,29,2,133937,10,16,4,9,3,4,0,0,0,40,0,0
542,30,2,237903,15,10,4,5,4,4,1,0,0,40,0,0
543,27,2,163862,11,9,4,13,1,4,0,0,0,40,0,0
544,27,2,201872,15,10,2,11,0,4,0,0,0,50,0,0
545,32,2,84179,11,9,4,5,1,4,1,0,0,45,0,0
546,58,2,51662,0,6,2,7,5,4,1,0,0,8,0,0
547,35,1,233327,15,10,2,10,0,4,0,0,0,40,0,0
548,21,2,259510,11,9,4,5,3,4,0,0,0,36,0,0
549,28,2,184831,15,10,4,2,4,4,0,0,0,40,0,0
550,46,4,245724,15,10,0,3,1,4,0,0,0,50,0,0
551,36,4,27053,11,9,5,7,4,4,1,0,0,40,0,0
552,72,2,205343,1,7,6,0,4,4,1,0,0,40,0,0
553,35,2,229328,11,9,2,6,5,2,1,0,0,40,0,0
554,33,0,319560,8,11,0,2,4,2,1,0,0,40,0,1
555,69,2,136218,1,7,4,6,1,4,1,0,0,40,0,0
556,35,2,54576,11,9,2,6,0,4,0,0,0,40,0,0
558,34,2,148291,11,9,2,12,5,4,1,0,0,32,0,0
559,30,2,152453,1,7,2,7,0,4,0,0,0,40,4,0
560,28,2,114053,9,13,4,13,1,4,0,0,0,55,0,0
561,54,2,212960,9,13,2,11,0,4,0,0,0,35,0,1
562,47,2,264052,15,10,2,9,0,4,0,0,0,50,0,1
563,24,2,82804,11,9,4,5,4,2,1,0,0,40,0,0
564,52,4,334273,9,13,2,9,0,4,0,0,0,60,0,1
565,20,2,27337,11,9,4,5,3,0,0,0,0,48,0,0
566,43,3,188436,12,14,2,3,0,4,0,5013,0,45,0,0
567,45,2,433665,5,4,5,7,4,4,1,0,0,40,4,0
568,29,4,110663,11,9,5,2,1,4,0,0,0,35,0,0
569,47,2,87490,12,14,0,3,4,4,0,0,0,42,0,0
570,24,2,354351,11,9,4,2,3,4,0,0,0,40,0,0
571,51,2,95469,11,9,2,9,0,4,0,0,0,40,0,0
572,17,2,242718,1,7,4,11,3,4,0,0,0,12,0,0
573,37,2,22463,8,11,2,2,0,4,0,0,1977,40,0,1
574,27,2,158156,10,16,4,9,1,4,1,0,0,70,0,0
575,29,2,350162,9,13,2,3,5,4,0,0,0,40,0,1
577,36,4,28738,7,12,0,11,4,4,1,0,0,35,0,0
578,58,1,283635,9,13,4,9,1,4,1,0,0,40,0,0
579,26,4,86646,15,10,2,2,0,4,0,0,0,45,0,0
581,57,2,69884,11,9,2,11,0,4,0,0,0,40,0,1
582,59,2,199713,11,9,2,2,0,4,0,0,0,40,0,0
583,27,2,181659,11,9,2,6,0,4,0,0,0,40,0,0
584,31,4,340939,9,13,4,12,1,4,0,0,0,40,0,0
585,21,2,197747,15,10,4,11,3,4,1,0,0,24,0,0
586,29,2,34292,15,10,4,0,1,4,0,0,0,60,0,0
587,18,2,156764,1,7,4,7,3,4,0,0,0,40,0,0
588,52,2,25826,0,6,2,2,0,4,0,0,1887,47,0,1
589,57,3,103948,9,13,0,9,1,4,0,0,0,80,0,0
592,60,2,39352,5,4,4,13,1,4,0,0,0,48,0,1
593,31,2,168387,9,13,2,9,0,4,0,7688,0,40,8,1
594,23,2,117789,9,13,4,0,3,4,1,0,0,40,0,0
595,27,2,267147,11,9,4,11,3,4,0,0,0,40,0,0
597,42,4,214242,14,15,2,9,0,4,0,0,1902,50,0,1
598,25,2,200408,15,10,4,12,1,4,0,2174,0,40,0,0
599,49,2,136455,9,13,4,9,1,4,1,0,0,45,0,0
600,32,2,239824,9,13,4,12,1,4,0,0,0,40,0,0
601,19,2,217039,15,10,4,0,3,4,0,0,0,28,0,0
602,60,2,51290,5,4,0,7,1,4,1,0,0,40,0,0
603,42,1,175674,6,5,2,7,0,4,0,0,0,40,0,0
604,35,4,194404,7,12,4,4,1,4,0,0,0,40,0,0
605,48,2,45612,11,9,4,0,4,2,1,0,0,37,0,0
606,51,2,410114,12,14,2,2,0,4,0,0,0,40,0,1
607,29,2,182521,11,9,4,2,1,0,0,0,0,40,0,0
608,36,1,339772,11,9,5,3,1,2,0,0,0,40,0,0
609,17,2,169658,0,6,4,7,3,4,1,0,0,21,0,0
610,52,2,200853,12,14,0,9,1,4,1,6849,0,60,0,0
611,24,2,247564,11,9,4,2,1,4,0,0,0,40,0,0
612,24,2,249909,11,9,2,5,0,4,0,0,0,50,0,0
613,26,1,208122,9,13,4,9,3,4,0,1055,0,40,0,0
614,27,2,109881,9,13,4,7,3,4,1,0,0,20,0,0
615,39,2,207824,11,9,4,5,3,4,0,0,0,60,0,0
616,30,2,369027,11,9,2,13,0,2,0,0,0,45,0,0
617,50,4,114117,11,9,2,3,0,4,0,0,0,32,0,0
618,52,3,51048,9,13,2,11,0,4,0,0,0,55,0,0
619,46,2,102388,14,15,2,9,0,4,0,15024,0,45,0,1
620,23,2,190483,9,13,4,11,3,4,1,0,0,20,0,0
621,45,2,462440,1,7,6,7,1,2,1,0,0,20,0,0
622,65,2,109351,6,5,6,8,4,2,1,0,0,24,0,0
623,29,2,34383,8,11,2,13,0,4,0,0,0,55,0,0
624,47,2,241832,6,5,3,5,4,4,0,0,0,40,22,0
625,30,2,124187,11,9,4,4,3,2,0,0,0,60,0,0
626,34,2,153614,11,9,2,11,0,4,0,0,0,45,0,1
627,38,4,267556,11,9,2,11,0,4,0,0,0,64,0,0
628,33,2,205469,15,10,2,3,0,4,0,0,0,40,0,1
629,49,2,268090,9,13,2,11,0,4,0,0,0,26,0,1
630,47,4,165039,15,10,4,7,4,2,1,0,0,40,0,0
631,49,1,120451,0,6,5,7,4,2,1,0,0,40,0,0
632,43,2,154374,15,10,2,2,0,4,0,15024,0,60,0,1
633,30,2,103649,9,13,2,0,5,2,1,0,0,40,0,1
634,58,4,35723,11,9,2,2,0,4,0,0,0,60,0,0
635,19,2,262601,11,9,4,7,3,4,1,0,0,14,0,0
636,21,2,226181,9,13,4,5,1,4,0,0,0,40,0,0
637,33,2,175697,9,13,2,3,0,4,0,15024,0,60,0,1
638,47,3,248145,4,3,2,13,0,4,0,0,0,50,1,0
639,52,4,289436,10,16,2,9,0,4,0,0,0,60,0,1
640,26,2,75654,11,9,0,2,1,4,0,0,0,55,0,0
641,60,2,199378,11,9,2,2,0,4,0,0,0,40,0,0
642,21,2,160968,15,10,4,5,3,4,0,0,0,40,0,0
643,36,2,188563,15,10,2,11,0,4,0,5178,0,50,0,1
644,31,2,55849,15,10,2,2,0,4,0,0,0,45,0,0
645,50,3,195322,10,16,5,9,1,4,0,0,0,40,0,1
646,31,1,402089,11,9,0,0,4,4,1,0,0,40,0,0
647,71,2,78277,11,9,2,2,0,4,0,0,0,15,0,0
649,30,5,169496,9,13,2,12,0,4,0,0,0,40,0,1
650,20,2,130959,15,10,4,7,3,4,0,0,0,20,0,0
651,24,2,556660,11,9,4,3,2,4,0,4101,0,50,0,0
652,35,2,292472,10,16,2,9,0,1,0,0,0,40,18,1
653,38,5,143774,15,10,5,3,1,4,1,0,0,45,0,0
654,27,2,288341,11,9,4,6,3,4,1,0,0,32,0,0
655,29,5,71592,15,10,4,0,4,1,1,0,0,40,11,0
657,34,2,106742,11,9,2,2,0,4,0,0,0,45,0,0
658,44,2,219288,5,4,2,2,0,4,0,0,0,35,0,0
659,43,2,174524,11,9,2,6,0,4,0,0,0,40,0,1
660,44,4,335183,2,8,2,5,0,2,0,0,0,40,0,1
661,35,2,261293,12,14,4,11,1,4,0,0,0,60,0,0
662,27,2,111900,15,10,4,9,1,4,0,0,0,40,0,0
663,43,1,194360,12,14,4,9,1,4,0,0,0,38,0,0
664,20,2,81145,15,10,4,11,1,4,1,0,0,25,0,0
665,42,2,341204,7,12,0,9,4,4,1,8614,0,40,0,1
666,27,5,249362,15,10,2,13,0,4,0,3411,0,40,0,0
667,42,2,247019,11,9,2,2,0,2,0,0,0,40,0,1
669,24,2,172146,6,5,4,6,1,4,0,0,1721,40,0,0
670,48,0,110457,15,10,0,3,1,4,0,0,0,40,0,0
672,17,4,368700,1,7,4,4,3,4,0,0,0,10,0,0
673,33,2,182556,9,13,2,3,0,4,0,0,0,40,0,1
674,50,3,219420,11,9,2,11,0,4,0,0,0,50,0,1
675,22,2,240817,11,9,4,11,3,4,1,2597,0,40,0,0
676,17,2,102726,2,8,4,7,3,4,0,0,0,16,0,0
677,32,2,226267,15,10,2,0,0,4,0,0,0,40,4,0
678,31,2,125457,11,9,4,2,1,4,0,0,0,45,0,0
679,58,4,204021,11,9,6,3,1,4,0,0,0,50,0,0
680,29,1,92262,11,9,4,10,3,4,0,0,0,48,0,0
681,37,2,161141,8,11,2,2,0,4,0,0,0,40,20,1
682,34,4,190290,11,9,2,2,0,4,0,0,0,40,0,1
683,23,1,430828,15,10,5,3,4,2,0,0,0,40,0,0
684,18,5,59342,1,7,4,0,3,4,1,0,0,5,0,0
685,34,2,136721,11,9,0,3,1,4,1,0,0,40,0,0
687,45,1,86644,9,13,2,9,5,4,1,0,0,55,0,0
688,41,2,195124,12,14,4,3,1,4,0,0,0,35,21,0
689,26,2,167350,11,9,4,7,2,4,0,0,0,30,0,0
690,54,1,113000,15,10,2,4,0,4,0,0,0,40,0,0
691,24,2,140027,15,10,4,6,3,2,1,0,0,45,0,0
692,42,2,262425,15,10,2,9,0,4,0,0,0,50,0,0
693,20,2,316702,15,10,4,9,3,4,0,0,0,20,0,0
694,23,5,335453,9,13,4,12,1,4,1,0,0,20,0,0
696,35,2,203628,12,14,4,9,1,4,0,0,0,60,0,1
697,31,2,118710,12,14,2,12,0,4,0,0,1902,40,0,1
698,30,2,189620,9,13,4,9,3,4,1,0,0,40,12,0
699,19,2,475028,11,9,4,11,3,4,1,0,0,20,0,0
700,36,1,110866,9,13,4,9,1,4,0,0,0,50,0,0
701,31,2,243605,9,13,6,11,4,4,1,0,1380,40,1,0
702,21,2,163870,15,10,4,5,3,4,0,0,0,30,0,0
703,31,4,80145,15,10,2,2,0,4,0,0,0,40,0,0
704,46,2,295566,10,16,0,9,4,4,1,25236,0,65,0,1
705,44,2,63042,9,13,0,3,3,4,1,0,0,50,0,1
706,40,2,229148,2,8,2,7,0,2,0,0,0,40,2,0
707,45,2,242552,15,10,4,11,1,2,0,0,0,40,0,0
708,60,2,177665,11,9,2,2,0,4,0,0,0,35,0,0
709,18,2,208103,1,7,4,7,2,4,0,0,0,25,0,0
710,28,2,296450,9,13,2,9,0,4,0,0,0,40,0,0
711,36,2,70282,15,10,0,0,4,2,1,0,0,40,0,0
713,40,2,144995,8,11,2,12,0,4,0,4386,0,40,0,0
714,36,1,382635,9,13,0,0,4,4,1,0,0,35,6,0
715,31,2,295697,11,9,5,7,4,2,1,0,0,40,0,0
716,33,2,194141,11,9,2,6,0,4,0,0,0,40,0,0
717,19,5,378418,11,9,4,12,3,4,1,0,0,40,0,0
718,22,2,214399,15,10,4,11,3,4,1,0,0,15,0,0
719,34,2,217460,9,13,2,3,0,4,0,0,0,45,0,1
720,33,2,182556,11,9,4,7,1,4,0,0,0,40,0,0
721,41,2,125831,11,9,2,2,0,4,0,0,2051,60,0,0
722,29,2,271328,9,13,4,9,1,4,0,4650,0,40,0,0
723,50,1,50459,11,9,2,3,0,4,0,0,0,42,0,1
724,42,2,162140,9,13,2,3,0,4,0,7298,0,45,0,1
726,44,2,111502,11,9,2,11,5,4,1,0,0,40,0,0
727,20,2,299047,15,10,4,7,1,4,1,0,0,20,0,0
728,31,2,223212,11,9,2,7,0,4,0,0,0,40,4,0
730,23,2,352139,15,10,4,7,1,4,1,0,0,24,0,0
731,55,2,173093,15,10,0,0,1,1,1,0,0,40,0,0
732,26,2,181655,8,11,2,0,0,4,0,0,2377,45,0,0
733,25,2,332702,8,11,4,7,3,4,1,0,0,15,0,0
735,35,2,234901,15,10,2,2,0,4,0,2407,0,40,0,0
736,36,2,131414,15,10,4,11,1,2,1,0,0,36,0,0
737,43,5,260960,9,13,2,9,0,4,0,0,0,50,0,0
738,56,2,156052,11,9,6,7,4,2,1,594,0,20,0,0
739,42,2,279914,9,13,2,12,0,4,0,0,0,40,0,1
740,19,2,192453,15,10,4,7,2,4,1,0,0,25,0,0
741,55,4,200939,11,9,2,13,0,4,0,0,0,72,0,0
742,42,2,151408,12,14,4,3,1,4,1,14084,0,50,0,1
743,26,2,112847,8,11,4,12,3,4,0,0,0,40,0,0
744,17,2,316929,2,8,4,5,3,4,0,0,0,20,0,0
745,42,1,126319,9,13,2,9,5,4,1,0,0,40,0,1
746,55,2,197422,11,9,2,13,0,4,0,7688,0,40,0,1
747,32,2,267736,15,10,4,0,3,2,1,0,0,40,0,0
748,29,2,267034,1,7,4,2,3,2,0,0,0,40,19,0
749,46,5,193047,9,13,2,9,0,4,0,0,0,37,0,0
750,29,5,356089,9,13,2,3,0,4,0,7688,0,40,0,1
751,22,2,223515,9,13,4,9,4,4,0,0,0,20,0,0
752,58,4,87510,0,6,2,2,0,4,0,0,0,40,0,0
753,23,2,145111,11,9,4,13,4,4,0,0,0,50,0,0
754,39,2,48093,11,9,4,5,1,4,0,0,0,40,0,0
755,27,2,31757,8,11,4,2,3,4,0,0,0,38,0,0
756,54,2,285854,11,9,2,13,0,4,0,0,0,40,0,1
757,33,1,120064,9,13,4,9,1,4,1,0,0,45,0,0
758,46,0,167381,11,9,2,0,5,4,1,0,0,40,0,1
759,37,2,103408,11,9,4,4,1,2,0,0,0,40,0,0
760,36,2,101460,11,9,4,7,1,4,1,0,0,18,0,0
761,59,1,420537,11,9,2,0,5,4,1,0,0,38,0,1
762,34,1,119411,11,9,0,10,4,4,0,0,0,40,20,0
763,53,3,128272,10,16,2,3,0,4,0,0,0,70,0,1
764,51,2,386773,9,13,4,11,1,4,0,0,0,55,0,1
765,32,2,283268,0,6,5,7,4,4,1,0,0,42,0,0
766,31,5,301526,15,10,3,7,2,4,0,0,0,40,0,0
767,22,2,151790,15,10,2,11,5,4,1,0,0,30,9,0
768,47,4,106252,9,13,0,11,1,4,1,0,0,50,0,0
769,32,2,188557,11,9,4,6,1,4,0,0,0,40,0,0
770,26,2,171114,15,10,4,4,1,4,1,0,0,38,0,0
771,37,2,327323,4,3,5,4,1,4,0,0,0,32,24,0
772,31,2,244147,11,9,0,2,4,4,0,0,0,55,0,0
773,37,2,280282,8,11,2,12,5,4,1,0,0,24,0,1
774,55,2,116442,11,9,4,11,1,4,0,0,0,38,0,0
775,23,1,282579,8,11,0,12,1,4,0,0,0,56,0,0
776,36,2,51838,15,10,0,0,4,4,1,0,0,40,0,0
778,43,2,226902,9,13,2,11,0,4,0,0,0,50,0,1
779,54,2,279129,15,10,4,12,1,4,0,0,0,40,0,0
781,28,2,196690,8,11,4,6,1,4,1,0,1669,42,0,0
782,40,2,130760,8,11,2,3,0,4,0,0,0,50,0,1
783,41,4,49572,15,10,2,3,0,4,0,0,0,60,0,0
784,40,2,237601,9,13,4,11,1,3,1,0,0,55,0,1
785,42,2,169628,15,10,0,0,1,2,1,0,0,38,0,0
786,61,4,36671,11,9,2,4,0,4,0,0,2352,50,0,0
787,18,2,231193,2,8,4,6,3,4,0,0,0,30,0,0
790,48,2,102102,8,11,2,12,0,4,0,0,0,50,0,1
791,41,3,32185,9,13,2,12,0,4,0,0,0,40,0,0
793,23,2,211046,11,9,4,11,1,4,1,2463,0,40,0,0
794,60,2,31577,11,9,2,13,0,4,0,0,0,60,0,1
795,22,2,162343,15,10,4,7,2,2,0,0,0,20,0,0
796,61,2,128831,11,9,2,6,0,4,0,0,0,40,0,0
797,25,2,316688,11,9,4,6,1,2,0,0,0,40,0,0
798,46,2,90758,12,14,4,12,1,4,0,0,0,35,0,1
799,43,2,274363,9,13,2,3,0,4,0,0,1902,40,7,1
800,43,2,154538,7,12,0,2,1,4,0,0,0,40,0,0
801,24,2,106085,11,9,4,7,3,2,0,0,1721,30,0,0
802,68,4,315859,1,7,4,4,4,4,0,0,0,20,0,0
803,31,2,51471,11,9,0,0,4,4,1,0,0,38,0,0
804,17,2,193830,1,7,4,11,3,4,1,0,0,20,0,0
805,32,2,231043,11,9,2,2,0,4,0,5178,0,48,0,1
807,33,2,169879,9,13,2,9,0,4,0,3103,0,47,0,1
808,64,2,270333,9,13,2,9,0,4,0,0,0,40,0,1
809,20,2,138768,11,9,4,13,3,4,0,0,0,30,0,0
810,30,2,191571,11,9,5,7,3,4,1,0,0,36,0,0
812,43,2,94113,15,10,0,3,1,4,0,0,0,45,0,0
813,22,2,137510,15,10,4,0,3,4,0,0,0,40,0,0
814,17,2,32607,0,6,4,4,3,4,0,0,0,20,0,0
815,47,4,93208,11,9,2,7,5,4,1,0,0,75,25,0
816,41,2,254440,8,11,4,9,1,4,1,0,0,60,0,0
817,56,2,186556,15,10,2,2,0,4,0,0,0,50,0,1
818,64,2,169871,11,9,2,13,0,4,0,0,0,45,0,0
819,47,2,191277,11,9,2,13,0,4,0,0,0,50,0,1
820,48,2,167159,8,11,4,0,4,4,0,0,0,40,0,0
821,31,2,171871,12,14,4,9,1,4,1,0,0,46,0,0
822,29,2,154411,8,11,4,12,3,4,0,0,0,40,0,0
823,30,2,129227,11,9,6,0,1,4,1,0,0,40,0,0
824,32,2,110331,11,9,2,3,0,4,0,0,1672,60,0,0
825,57,2,34269,11,9,6,13,4,4,0,0,653,42,0,1
826,62,2,174355,11,9,6,7,1,4,1,0,0,40,0,0
827,39,2,680390,11,9,5,6,4,4,1,0,0,24,0,0
828,43,2,233130,15,10,4,0,1,4,0,0,0,25,0,0
829,24,3,165474,9,13,4,11,3,4,0,0,0,40,0,0
831,53,2,194259,15,10,2,0,5,4,1,4386,0,40,0,1
832,26,2,280093,15,10,4,5,3,4,0,0,0,40,0,0
833,73,4,177387,11,9,2,3,0,4,0,0,0,40,0,0
835,55,2,105304,11,9,2,6,0,4,0,0,0,40,0,0
836,25,2,499233,11,9,0,0,1,4,0,0,0,40,0,0
837,41,2,180572,9,13,0,9,1,4,1,0,0,50,0,1
838,24,2,321435,9,13,4,3,1,4,0,0,0,50,0,0
839,63,2,86108,11,9,6,4,1,4,0,0,0,6,0,0
840,17,2,198124,1,7,4,11,3,4,0,0,0,20,0,0
841,35,2,135162,15,10,2,2,0,4,0,0,0,50,0,0
842,51,2,146813,15,10,2,9,0,4,0,0,0,40,0,1
843,62,1,291175,9,13,6,9,1,4,1,0,0,48,0,0
844,55,2,387569,11,9,2,2,0,4,0,4386,0,40,0,1
845,43,2,102895,15,10,0,9,1,4,0,0,0,40,0,0
846,40,1,33274,11,9,0,7,1,4,1,0,0,50,0,0
847,37,2,86551,9,13,2,3,0,4,0,0,0,45,0,1
848,39,2,138192,9,13,2,2,0,4,0,0,0,40,0,0
849,31,2,118966,11,9,4,2,3,4,0,0,0,18,0,0
850,61,2,99784,12,14,6,9,1,4,1,0,0,40,0,1
851,26,2,90980,8,11,0,0,1,4,1,0,0,55,0,0
852,46,4,177407,11,9,2,11,0,4,0,0,0,50,0,0
853,26,2,96467,9,13,4,9,1,4,1,0,0,40,0,0
854,48,5,327886,10,16,0,9,3,4,0,0,0,50,0,1
855,34,2,111567,11,9,4,13,3,4,0,0,0,40,0,0
856,34,1,166545,11,9,4,0,3,4,1,0,0,40,0,0
857,59,2,142182,11,9,2,7,0,4,0,0,0,40,0,1
858,34,2,188798,9,13,4,9,3,4,1,0,0,40,0,0
859,49,2,38563,9,13,4,3,1,4,1,0,0,56,0,1
860,18,2,216284,1,7,4,0,3,4,1,0,0,20,0,0
861,43,2,191547,11,9,2,4,0,4,0,0,0,40,4,0
862,48,2,285335,1,7,2,3,0,4,0,0,0,50,0,0
863,28,3,142712,15,10,2,3,0,4,0,0,0,70,0,0
864,33,2,80945,11,9,2,6,0,4,0,0,0,40,0,0
865,24,2,309055,15,10,4,11,1,4,1,0,0,15,0,0
866,21,2,62339,0,6,4,5,1,4,0,0,0,40,0,0
867,17,2,368700,1,7,4,11,3,4,0,0,0,28,0,0
868,39,2,176186,15,10,2,4,0,4,0,0,0,50,0,1
869,29,4,266855,9,13,5,9,3,4,0,0,0,40,0,0
870,44,2,48087,9,13,2,3,0,4,0,0,0,40,0,1
871,24,2,121313,15,10,4,13,3,4,0,0,0,50,0,0
872,71,4,143437,12,14,2,11,0,4,0,10605,0,40,0,1
873,51,4,160724,9,13,2,11,0,1,0,0,2415,40,26,1
874,55,2,282753,4,3,0,7,4,2,0,0,0,25,0,0
875,41,2,194636,9,13,2,3,0,4,0,0,0,60,0,1
876,23,2,153044,11,9,4,5,4,2,1,0,0,7,0,0
877,38,2,411797,8,11,0,0,4,4,1,0,0,40,0,0
878,39,2,117683,11,9,2,13,0,4,0,0,0,40,0,1
879,19,2,376540,11,9,4,0,1,4,1,0,0,30,0,0
880,49,2,72393,6,5,0,6,1,4,1,0,0,40,0,0
881,32,2,270335,9,13,2,0,2,4,0,0,0,40,11,1
882,27,2,96226,11,9,2,2,0,4,0,0,0,70,0,0
883,38,2,95336,9,13,2,11,0,4,0,0,0,50,0,1
884,33,2,258498,15,10,2,2,5,4,1,0,0,60,0,0
886,23,2,205865,9,13,4,3,3,4,0,0,0,28,0,0
888,54,4,406468,11,9,2,11,0,2,0,0,0,40,0,0
889,29,2,177119,8,11,0,12,1,4,1,2174,0,45,0,0
891,35,4,372525,9,13,4,3,1,4,0,0,0,40,0,0
892,28,2,164170,8,11,2,0,5,1,1,0,0,40,3,0
893,37,2,183800,9,13,2,9,0,4,0,7688,0,50,0,1
894,42,4,177307,14,15,2,4,0,4,0,0,0,65,0,1
895,40,2,170108,12,14,2,9,0,4,0,0,0,40,0,0
896,47,2,341995,15,10,0,11,3,4,0,0,0,55,0,0
897,22,2,226508,9,13,4,3,3,4,1,0,0,50,0,0
898,30,2,87418,9,13,2,3,0,4,0,0,0,45,0,1
899,28,2,109165,11,9,2,12,0,4,0,0,0,40,0,0
900,63,1,28856,5,4,2,7,0,4,0,0,0,55,0,0
901,51,4,175897,6,5,2,2,0,4,0,0,0,20,0,0
902,22,2,99697,11,9,4,5,3,4,1,0,0,40,0,0
904,35,2,152375,11,9,4,11,1,4,0,0,0,45,0,0
905,46,2,171550,11,9,0,6,1,4,1,0,0,38,0,0
906,37,2,211154,15,10,0,6,1,4,0,0,0,52,0,0
907,24,2,202570,9,13,4,9,3,2,0,0,0,15,0,0
908,37,4,168496,11,9,0,5,3,4,0,0,0,10,0,0
909,53,2,68898,15,10,2,12,0,4,0,0,0,40,0,0
910,27,2,93235,11,9,4,11,1,4,0,0,0,30,0,0
